procuracion,procuración,,,,
procuraduria,procuraduría,,,,
procuradurias,procuradurías,,,,
produccion,producción,,,,
profesion,profesión,,,,
profesionalizacion,profesionalización,,,,
programacion,programación,,,,
prohibicion,prohibición,,,,
promocion,promoción,,,,
promovera,promover,,,,
promulgacion,promulgación,,,,
pronunciarnos,pronunciar,,,,
propagacion,propagación,,,,
proponerse,proponer,,,,
proposicion,proposición,,,,
proposito,propósito,,,,
propositos,propósitos,,,,
prorroga,prórroga,,,,
prosecretaria,prosecretaría,,,,
prosecretarias,prosecretaría,,,,
prospero,próspero,,,,
prostata,próstata,,,,
prostitucion,prostitución,,,,
proteccion,protección,,,,
protesis,prótesis,,,,
proxima,próxima,,,,
proximas,próximas,,,,
proximo,próximo,,,,
proximos,próximos,,,,
psicologica,psicológica,,,,
psicologicas,psicológicas,,,,
psicologico,psicológico,,,,
psicologicos,psicológicos,,,,
publica,pública,,,,
publicacion,publicación,,,,
publicarse,publicar,,,,
publicas,públicas,,,,
publico,público,,,,
publicos,públicos,,,,
pulmon,pulmón,,,,
queria,querer,,,,
quirurgica,quirúrgico,,,,
quirurgico,quirúrgico,,,,
quorum,quórum,,,,
radiodifusion,radiodifusión,,,,
radiografia,radiografía,,,,
rancheria,ranchería,,,,
rancherias,ranchería,,,,
rapida,rápida,,,,
rapidas,rápida,,,,
ratificacion,ratificación,,,,
razon,razón,,,,
reactivacion,reactivación,,,,
readaptacion,readaptación,,,,
realizacion,realización,,,,
reasignacion,reasignación,,,,
recaido,recaído,,,,
recaudacion,recaudación,,,,
recepcion,recepción,,,,
recibio,recibir,,,,
recibirlo,recibir,,,,
recien,recién,,,,
reclusion,reclusión,,,,
recoleccion,recolección,,,,
recomendacion,recomendación,,,,
reconoceran,reconocer,,,,
reconocerlo,reconocer,,,,
reconsideracion,reconsideración,,,,
reconstruccion,reconstrucción,,,,
recordandoles,recordar,,,,
recorriendose,recorrer,,,,
rectificacion,rectificación,,,,
recusacion,recusación,,,,
redaccion,redacción,,,,
reduccion,reducción,,,,
reeducacion,reeducación,,,,
reeleccion,reelección,,,,
reelegirse,reelegir,,,,
reestructuracion,reestructuración,,,,
referia,referir,,,,
referirse,referir,,,,
refinacion,refinación,,,,
reflexion,reflexión,,,,
reforestacion,reforestación,,,,
regeneracion,regeneración,,,,
regimen,régimen,,,,
region,región,,,,
regionalizacion,regionalización,,,,
registrandose,registrar,,,,
registrándose,registrar,,,,
registrarse,registrar,,,,
regulacion,regulación,,,,
regularizacion,regularización,,,,
rehabilitacion,rehabilitación,,,,
reincorporacion,reincorporación,,,,
reinsercion,reinserción,,,,
reintegracion,reintegración,,,,
relacion,relación,,,,
religion,religión,,,,
remision,remisión,,,,
remitanse,remitir,,,,
remitase,remitir,,,,
remítase,remitir,,,,
remitiendose,remitir,,,,
remitio,remitir,,,,
remitio,remitir,,,,
remitirse,remitir,,,,
remocion,remoción,,,,
remodelacion,remodelación,,,,
remuneracion,remuneración,,,,
rendicion,rendición,,,,
rendira,rendir,,,,
renglon,renglón,,,,
renovacion,renovación,,,,
reparacion,reparación,,,,
repatriacion,repatriación,,,,
reposicion,reposición,,,,
representacion,representación,,,,
represion,represión,,,,
reprobacion,reprobación,,,,
reproduccion,reproducción,,,,
republica,república,,,,
reputacion,reputación,,,,
reservarse,reservar,,,,
resolucion,resolución,,,,
resolvera,resolver,,,,
resolverlas,resolver,,,,
resolvio,resolver,,,,
restauracion,restauración,,,,
restitucion,restitución,,,,
retencion,retención,,,,
retribucion,retribución,,,,
reubicacion,reubicación,,,,
reunion,reunión,,,,
reuniran,reunir,,,,
revalidacion,revalidación,,,,
revelacion,revelación,,,,
revision,revisión,,,,
revocacion,revocación,,,,
revolucion,revolución,,,,
riñon,riñón,,,,
rotacion,rotación,,,,
rustica,rústica,,,,
rusticas,rústicas,,,,
rustico,rústico,,,,
rusticos,rústicos,,,,
sabian,saber,,,,
salon,salón,,,,
sancion,sanción,,,,
satelite,satélite,,,,
satelites,satélites,,,,
seccion,sección,,,,
secretarlo,secretario,,,,
segregacion,segregación,,,,
seguira,seguir,,,,
seleccion,selección,,,,
señalandoles,señalar,,,,
señalandoles,señalar,,,,
sensibilizacion,sensibilización,,,,
separacion,separación,,,,
separarme,separar,,,,
sequia,sequía,,,,
sequias,sequía,,,,
seran,ser,,,,
serviran,servirán,,,,
sesionamos,sesionar,,,,
sesionando,sesionar,,,,
sesionara,sesionar,,,,
significacion,significación,,,,
simbolo,símbolo,,,,
simbolos,símbolos,,,,
simplificacion,simplificación,,,,
simulacion,simulación,,,,
sindico,síndico,,,,
sindicos,síndicos,,,,
sindrome,síndrome,,,,
sindromes,síndromes,,,,
sintoma,síntoma,,,,
sintomas,síntomas,,,,
sintonia,sintonía,,,,
sintonias,sintonía,,,,
sírvanse,servir,,,,
sismica,sísmica,,,,
sismico,sísmico,,,,
sistemica,sistémico,,,,
sistemicas,sistémico,,,,
sistemico,sistémico,,,,
sistemicos,sistémico,,,,
solicitandole,solicitar,,,,
solicitarle,solicitar,,,,
solido,sólido,,,,
solidos,sólido,,,,
solucion,solución,,,,
solventacion,solventación,,,,
solventaciones,solventación,,,,
someterlo,someter,,,,
sometio,someter,,,,
sometió,someter,,,,
subordinacion,subordinación,,,,
subsistira,subsistir,,,,
sucesion,sucesión,,,,
sugirio,sugerir,,,,
sujetarse,sujetar,,,,
sumarme,sumar,,,,
supervision,supervisión,,,,
suplira,suplir,,,,
supresion,supresión,,,,
surtira,surtir,,,,
suscribirme,suscribir,,,,
suscribirse,suscribir,,,,
suspension,suspensión,,,,
sustanciacion,sustanciación,,,,
sustitucion,sustitución,,,,
tecnica,técnica,,,,
tecnicas,técnicas,,,,
tecnico,técnico,,,,
tecnicos,técnicos,,,,
tecnologia,tecnología,,,,
tecnologias,tecnología,,,,
tecnologica,tecnológica,,,,
tecnologicas,tecnológicas,,,,
tecnologico,tecnológico,,,,
tecnologicos,tecnológicos,,,,
telecomunicacion,telecomunicación,,,,
telefonia,telefonía,,,,
telefonica,telefónico,,,,
telefonicas,telefónico,,,,
telefonico,telefónico,,,,
telefonicos,telefónico,,,,
telefono,teléfono,,,,
telefonos,teléfono,,,,
television,televisión,,,,
tematico,temático,,,,
tematicos,temático,,,,
tenerse,tener,,,,
terminacion,terminación,,,,
termino,término,,,,
tesoreria,tesorería,,,,
tesorerias,tesorería,,,,
tia,tío,,,,
tias,tío,,,,
tio,tío,,,,
tios,tío,,,,
tipica,típica,,,,
tipicas,típica,,,,
titulacion,titulación,,,,
titulo,título,,,,
titulos,título,,,,
tomarse,tomar,,,,
topografico,topográfico,,,,
tradicion,tradición,,,,
trafico,tráfico,,,,
tragico,trágico,,,,
tragicos,trágico,,,,
transcripcion,transcripción,,,,
transformacion,transformación,,,,
transicion,transición,,,,
transito,tránsito,,,,
transmision,transmisión,,,,
trascripcion,trascripción,,,,
trasgresion,trasgresión,,,,
tratandose,tratar,,,,
trebol,trébol,,,,
tuberia,tubería,,,,
tuberias,tubería,,,,
turistica,turística,,,,
turisticas,turísticas,,,,
turistico,turístico,,,,
turisticos,turísticos,,,,
turnandose,tunar,,,,
turnarla,turnar,,,,
turnarse,turna,,,,
turnese,turnar,,,,
ubicacion,ubicación,,,,
ubicandose,ubicar,,,,
ultimo,último,,,,
unanime,unánime,,,,
unica,única,,,,
unicas,únicas,,,,
unico,único,,,,
unicos,únicos,,,,
unificacion,unificación,,,,
unio,unir,,,,
union,unión,,,,
urbanizacion,urbanización,,,,
usurpacion,usurpación,,,,
util,útil,,,,
utiles,útil,,,,
utilizacion,utilización,,,,
vacunacion,vacunación,,,,
validamente,válidamente,,,,
valoracion,valoración,,,,
variacion,variación,,,,
vehiculo,vehículo,,,,
vehiculos,vehículos,,,,
vencio,vencer,,,,
venga,venir,,,,
verificacion,verificación,,,,
vertice,vértice,,,,
vertices,vértices,,,,
vestibulo,vestíbulo,,,,
via,vía,,,,
vias,vías,,,,
viatico,viático,,,,
viaticos,viáticos,,,,
victima,víctima,,,,
victimas,víctimas,,,,
video,videos,,,,
vinculacion,vinculación,,,,
violacion,violación,,,,
vision,visión,,,,
visitaduria,visitaduría,,,,
vispera,víspera,,,,
vocacion,vocación,,,,
volumenes,volúmenes,,,,
votacion,votación,,,,
vulneracion,vulneración,,,,
yucatan,yucatán,,,,
zonificacion,zonificación,,,,
